province;red;green;blue;x;x
1912;139;88;166;TWONINFIVFIV;x
1913;171;88;169;TWONINFIVSIX;x
1914;203;88;172;TWONINFIVSEV;x
1915;235;88;175;TWONINFIVEIG;x
1916;12;88;178;TWONINFIVNIN;x
1917;44;88;181;TWONINSIXZER;x
1918;76;88;184;TWONINSIXONE;x
1919;108;88;187;TWONINSIXTWO;x
1920;140;88;190;TWONINSIXTHR;x
1921;196;91;1;THRZERZERZER;x
1922;228;91;4;THRZERZERONE;x
1923;5;91;7;THRZERZERTWO;x
1924;37;91;10;THRZERZERTHR;x
1925;69;91;13;THRZERZERFO;x
1926;101;91;16;THRZERZERFIV;x
1927;133;91;19;THRZERZERSIX;x
1928;165;91;22;THRZERZERSEV;x
1929;197;91;25;THRZERZEREIG;x
1930;229;91;28;THRZERZERNIN;x
1931;6;91;31;THRZERONEZER;x
1932;38;91;34;THRZERONEONE;x
1933;70;91;37;THRZERONETWO;x
1934;102;91;40;THRZERONETHR;x
1935;134;91;43;THRZERONEFO;x
1936;166;91;46;THRZERONEFIV;x
1937;198;91;49;THRZERONESIX;x
1938;230;91;52;THRZERONESEV;x
1939;7;91;55;THRZERONEEIG;x
1940;39;91;58;THRZERONENIN;x
1941;71;91;61;THRZERTWOZER;x
1942;103;91;64;THRZERTWOONE;x
1943;135;91;67;THRZERTWOTWO;x
1944;167;91;70;THRZERTWOTHR;x
1945;199;91;73;THRZERTWOFO;x
1946;231;91;76;THRZERTWOFIV;x
1947;8;91;79;THRZERTWOSIX;x
1948;40;91;82;THRZERTWOSEV;x
1949;72;91;85;THRZERTWOEIG;x
1950;104;91;88;THRZERTWONIN;x
1951;136;91;91;THRZERTHRZER;x
1952;168;91;94;THRZERTHRONE;x
1953;200;91;97;THRZERTHRTWO;x
1954;232;91;100;THRZERTHRTHR;x
1955;9;91;103;THRZERTHRFO;x
1956;41;91;106;THRZERTHRFIV;x
1957;73;91;109;THRZERTHRSIX;x
1958;105;91;112;THRZERTHRSEV;x
1959;137;91;115;THRZERTHREIG;x
1960;169;91;118;THRZERTHRNIN;x
1961;201;91;121;THRZERFOZER;x
1962;233;91;124;THRZERFOONE;x
1963;10;91;127;THRZERFOTWO;x
1964;42;91;130;THRZERFOTHR;x
1965;74;91;133;THRZERFOFO;x
1966;106;91;136;THRZERFOFIV;x
1967;138;91;139;THRZERFOSIX;x
1968;170;91;142;THRZERFOSEV;x
1969;202;91;145;THRZERFOEIG;x
1970;234;91;148;THRZERFONIN;x
1971;11;91;151;THRZERFIVZER;x
1972;43;91;154;THRZERFIVONE;x
1973;75;91;157;THRZERFIVTWO;x
1974;107;91;160;THRZERFIVTHR;x
1975;139;91;163;THRZERFIVFO;x
1976;171;91;166;THRZERFIVFIV;x
1977;203;91;169;THRZERFIVSIX;x
1978;235;91;172;THRZERFIVSEV;x
1979;12;91;175;THRZERFIVEIG;x
1980;44;91;178;THRZERFIVNIN;x
1981;76;91;181;THRZERSIXZER;x
1982;108;91;184;THRZERSIXONE;x
1983;140;91;187;THRZERSIXTWO;x
1984;172;91;190;THRZERSIXTHR;x
1985;228;94;1;THRONEZERZER;x
1986;5;94;4;THRONEZERONE;x
1987;37;94;7;THRONEZERTWO;x
1988;69;94;10;THRONEZERTHR;x
1989;101;94;13;THRONEZERFO;x
1990;133;94;16;THRONEZERFIV;x
1991;165;94;19;THRONEZERSIX;x
1992;197;94;22;THRONEZERSEV;x
1993;229;94;25;THRONEZEREIG;x
1994;6;94;28;THRONEZERNIN;x
1995;38;94;31;THRONEONEZER;x
1996;70;94;34;THRONEONEONE;x
1997;102;94;37;THRONEONETWO;x
1998;134;94;40;THRONEONETHR;x
1999;166;94;43;THRONEONEFO;x
2000;198;94;46;THRONEONEFIV;x
2001;230;94;49;THRONEONESIX;x
2002;7;94;52;THRONEONESEV;x
2003;39;94;55;THRONEONEEIG;x
2004;71;94;58;THRONEONENIN;x
2005;103;94;61;THRONETWOZER;x
2006;135;94;64;THRONETWOONE;x
2007;167;94;67;THRONETWOTWO;x
2008;199;94;70;THRONETWOTHR;x
2009;231;94;73;THRONETWOFO;x
2010;8;94;76;THRONETWOFIV;x
2011;40;94;79;THRONETWOSIX;x
2012;72;94;82;THRONETWOSEV;x
2013;104;94;85;THRONETWOEIG;x
2014;136;94;88;THRONETWONIN;x
2015;168;94;91;THRONETHRZER;x
2016;200;94;94;THRONETHRONE;x
2017;232;94;97;THRONETHRTWO;x
2018;9;94;100;THRONETHRTHR;x
2019;41;94;103;THRONETHRFO;x
2020;73;94;106;THRONETHRFIV;x
2021;105;94;109;THRONETHRSIX;x
2022;137;94;112;THRONETHRSEV;x
2023;169;94;115;THRONETHREIG;x
2024;201;94;118;THRONETHRNIN;x
2025;233;94;121;THRONEFOZER;x
2026;10;94;124;THRONEFOONE;x
2027;42;94;127;THRONEFOTWO;x
2028;74;94;130;THRONEFOTHR;x
2029;106;94;133;THRONEFOFO;x
2030;138;94;136;THRONEFOFIV;x
2031;170;94;139;THRONEFOSIX;x
2032;202;94;142;THRONEFOSEV;x
2033;234;94;145;THRONEFOEIG;x
2034;11;94;148;THRONEFONIN;x
2035;43;94;151;THRONEFIVZER;x
2036;75;94;154;THRONEFIVONE;x
2037;107;94;157;THRONEFIVTWO;x
2038;139;94;160;THRONEFIVTHR;x
2039;171;94;163;THRONEFIVFO;x
2040;203;94;166;THRONEFIVFIV;x
2041;235;94;169;THRONEFIVSIX;x
2042;12;94;172;THRONEFIVSEV;x
2043;44;94;175;THRONEFIVEIG;x
2044;76;94;178;THRONEFIVNIN;x
2045;108;94;181;THRONESIXZER;x
2046;140;94;184;THRONESIXONE;x
2047;172;94;187;THRONESIXTWO;x
2048;204;94;190;THRONESIXTHR;x
2049;5;97;1;THRTWOZERZER;x
2050;37;97;4;THRTWOZERONE;x
2051;69;97;7;THRTWOZERTWO;x
2052;101;97;10;THRTWOZERTHR;x
2053;133;97;13;THRTWOZERFO;x
2054;165;97;16;THRTWOZERFIV;x
2055;197;97;19;THRTWOZERSIX;x
2056;229;97;22;THRTWOZERSEV;x
2057;6;97;25;THRTWOZEREIG;x
2058;38;97;28;THRTWOZERNIN;x
2059;70;97;31;THRTWOONEZER;x
2060;102;97;34;THRTWOONEONE;x
2061;134;97;37;THRTWOONETWO;x
2062;166;97;40;THRTWOONETHR;x
2063;198;97;43;THRTWOONEFO;x
2064;230;97;46;THRTWOONEFIV;x
2065;7;97;49;THRTWOONESIX;x
2066;39;97;52;THRTWOONESEV;x
2067;71;97;55;THRTWOONEEIG;x
2068;103;97;58;THRTWOONENIN;x
2069;135;97;61;THRTWOTWOZER;x
2070;167;97;64;THRTWOTWOONE;x
2071;199;97;67;THRTWOTWOTWO;x
2072;231;97;70;THRTWOTWOTHR;x
2073;8;97;73;THRTWOTWOFO;x
2074;40;97;76;THRTWOTWOFIV;x
2075;72;97;79;THRTWOTWOSIX;x
2076;104;97;82;THRTWOTWOSEV;x
2077;136;97;85;THRTWOTWOEIG;x
2078;168;97;88;THRTWOTWONIN;x
2079;200;97;91;THRTWOTHRZER;x
2080;232;97;94;THRTWOTHRONE;x
2081;9;97;97;THRTWOTHRTWO;x
2082;41;97;100;THRTWOTHRTHR;x
2083;73;97;103;THRTWOTHRFO;x
2084;105;97;106;THRTWOTHRFIV;x
2085;137;97;109;THRTWOTHRSIX;x
2086;169;97;112;THRTWOTHRSEV;x
2087;201;97;115;THRTWOTHREIG;x
2088;233;97;118;THRTWOTHRNIN;x
2089;10;97;121;THRTWOFOZER;x
2090;42;97;124;THRTWOFOONE;x
2091;74;97;127;THRTWOFOTWO;x
2092;106;97;130;THRTWOFOTHR;x
2093;138;97;133;THRTWOFOFO;x
2094;170;97;136;THRTWOFOFIV;x
2095;202;97;139;THRTWOFOSIX;x
2096;234;97;142;THRTWOFOSEV;x
2097;11;97;145;THRTWOFOEIG;x
2098;43;97;148;THRTWOFONIN;x
2099;75;97;151;THRTWOFIVZER;x
2100;107;97;154;THRTWOFIVONE;x
2101;139;97;157;THRTWOFIVTWO;x
2102;171;97;160;THRTWOFIVTHR;x
2103;203;97;163;THRTWOFIVFO;x
2104;235;97;166;THRTWOFIVFIV;x
2105;12;97;169;THRTWOFIVSIX;x
2106;44;97;172;THRTWOFIVSEV;x
2107;76;97;175;THRTWOFIVEIG;x
2108;108;97;178;THRTWOFIVNIN;x
2109;140;97;181;THRTWOSIXZER;x
2110;172;97;184;THRTWOSIXONE;x
2111;204;97;187;THRTWOSIXTWO;x
2112;236;97;190;THRTWOSIXTHR;x
2113;37;100;1;THRTHRZERZER;x
2114;69;100;4;THRTHRZERONE;x
2115;101;100;7;THRTHRZERTWO;x
2116;133;100;10;THRTHRZERTHR;x
2117;165;100;13;THRTHRZERFO;x
2118;197;100;16;THRTHRZERFIV;x
2119;229;100;19;THRTHRZERSIX;x
2120;6;100;22;THRTHRZERSEV;x
2121;38;100;25;THRTHRZEREIG;x
2122;70;100;28;THRTHRZERNIN;x
2123;102;100;31;THRTHRONEZER;x
2124;134;100;34;THRTHRONEONE;x
2125;166;100;37;THRTHRONETWO;x
2126;198;100;40;THRTHRONETHR;x
2127;230;100;43;THRTHRONEFO;x
2128;7;100;46;THRTHRONEFIV;x
2129;39;100;49;THRTHRONESIX;x
2130;71;100;52;THRTHRONESEV;x
2131;103;100;55;THRTHRONEEIG;x
2132;135;100;58;THRTHRONENIN;x
2133;167;100;61;THRTHRTWOZER;x
2134;199;100;64;THRTHRTWOONE;x
2135;231;100;67;THRTHRTWOTWO;x
2136;8;100;70;THRTHRTWOTHR;x
2137;40;100;73;THRTHRTWOFO;x
2138;72;100;76;THRTHRTWOFIV;x
2139;104;100;79;THRTHRTWOSIX;x
2140;136;100;82;THRTHRTWOSEV;x
2141;168;100;85;THRTHRTWOEIG;x
2142;200;100;88;THRTHRTWONIN;x
2143;232;100;91;THRTHRTHRZER;x
2144;9;100;94;THRTHRTHRONE;x
2145;41;100;97;THRTHRTHRTWO;x
2146;73;100;100;THRTHRTHRTHR;x
2147;105;100;103;THRTHRTHRFO;x
2148;137;100;106;THRTHRTHRFIV;x
2149;169;100;109;THRTHRTHRSIX;x
2150;201;100;112;THRTHRTHRSEV;x
2151;233;100;115;THRTHRTHREIG;x
2152;10;100;118;THRTHRTHRNIN;x
2153;42;100;121;THRTHRFOZER;x
2154;74;100;124;THRTHRFOONE;x
2155;106;100;127;THRTHRFOTWO;x
2156;138;100;130;THRTHRFOTHR;x
2157;170;100;133;THRTHRFOFO;x
2158;202;100;136;THRTHRFOFIV;x
2159;234;100;139;THRTHRFOSIX;x
2160;11;100;142;THRTHRFOSEV;x
2161;43;100;145;THRTHRFOEIG;x
2162;75;100;148;THRTHRFONIN;x
2163;107;100;151;THRTHRFIVZER;x
2164;139;100;154;THRTHRFIVONE;x
2165;171;100;157;THRTHRFIVTWO;x
2166;203;100;160;THRTHRFIVTHR;x
2167;235;100;163;THRTHRFIVFO;x
2168;12;100;166;THRTHRFIVFIV;x
2169;44;100;169;THRTHRFIVSIX;x
2170;76;100;172;THRTHRFIVSEV;x
2171;108;100;175;THRTHRFIVEIG;x
2172;140;100;178;THRTHRFIVNIN;x
2173;172;100;181;THRTHRSIXZER;x
2174;204;100;184;THRTHRSIXONE;x
2175;236;100;187;THRTHRSIXTWO;x
2176;13;100;190;THRTHRSIXTHR;x
2177;69;103;1;THRFOZERZER;x
2178;101;103;4;THRFOZERONE;x
2179;133;103;7;THRFOZERTWO;x
2180;165;103;10;THRFOZERTHR;x
2181;197;103;13;THRFOZERFO;x
2182;229;103;16;THRFOZERFIV;x
2183;6;103;19;THRFOZERSIX;x
2184;38;103;22;THRFOZERSEV;x
2185;70;103;25;THRFOZEREIG;x
2186;102;103;28;THRFOZERNIN;x
2187;134;103;31;THRFOONEZER;x
2188;166;103;34;THRFOONEONE;x
2189;198;103;37;THRFOONETWO;x
2190;230;103;40;THRFOONETHR;x
2191;7;103;43;THRFOONEFO;x
2192;39;103;46;THRFOONEFIV;x
2193;71;103;49;THRFOONESIX;x
2194;103;103;52;THRFOONESEV;x
2195;135;103;55;THRFOONEEIG;x
2196;167;103;58;THRFOONENIN;x
2197;199;103;61;THRFOTWOZER;x
2198;231;103;64;THRFOTWOONE;x
2199;8;103;67;THRFOTWOTWO;x
2200;40;103;70;THRFOTWOTHR;x
2201;72;103;73;THRFOTWOFO;x
2202;104;103;76;THRFOTWOFIV;x
2203;136;103;79;THRFOTWOSIX;x
2204;168;103;82;THRFOTWOSEV;x
2205;200;103;85;THRFOTWOEIG;x
2206;232;103;88;THRFOTWONIN;x
2207;9;103;91;THRFOTHRZER;x
2208;41;103;94;THRFOTHRONE;x
2209;73;103;97;THRFOTHRTWO;x
2210;105;103;100;THRFOTHRTHR;x
2211;137;103;103;THRFOTHRFO;x
2212;169;103;106;THRFOTHRFIV;x
2213;201;103;109;THRFOTHRSIX;x
2214;233;103;112;THRFOTHRSEV;x
2215;10;103;115;THRFOTHREIG;x
2216;42;103;118;THRFOTHRNIN;x
2217;74;103;121;THRFOFOZER;x
2218;106;103;124;THRFOFOONE;x
2219;138;103;127;THRFOFOTWO;x
2220;170;103;130;THRFOFOTHR;x
2221;202;103;133;THRFOFOFO;x
2222;234;103;136;THRFOFOFIV;x
2223;11;103;139;THRFOFOSIX;x
2224;43;103;142;THRFOFOSEV;x
2225;75;103;145;THRFOFOEIG;x
2226;107;103;148;THRFOFONIN;x
2227;139;103;151;THRFOFIVZER;x
2228;171;103;154;THRFOFIVONE;x
2229;203;103;157;THRFOFIVTWO;x
2230;235;103;160;THRFOFIVTHR;x
2231;12;103;163;THRFOFIVFO;x
2232;44;103;166;THRFOFIVFIV;x
2233;76;103;169;THRFOFIVSIX;x
2234;108;103;172;THRFOFIVSEV;x
2235;140;103;175;THRFOFIVEIG;x
2236;172;103;178;THRFOFIVNIN;x
2237;204;103;181;THRFOSIXZER;x
2238;236;103;184;THRFOSIXONE;x
2239;13;103;187;THRFOSIXTWO;x
2240;45;103;190;THRFOSIXTHR;x
2241;101;106;1;THRFIVZERZER;x
2242;133;106;4;THRFIVZERONE;x
2243;165;106;7;THRFIVZERTWO;x
2244;197;106;10;THRFIVZERTHR;x
2245;229;106;13;THRFIVZERFO;x
2246;6;106;16;THRFIVZERFIV;x
2247;38;106;19;THRFIVZERSIX;x
2248;70;106;22;THRFIVZERSEV;x
2249;102;106;25;THRFIVZEREIG;x
2250;134;106;28;THRFIVZERNIN;x
2251;166;106;31;THRFIVONEZER;x
2252;198;106;34;THRFIVONEONE;x
2253;230;106;37;THRFIVONETWO;x
2254;7;106;40;THRFIVONETHR;x
2255;39;106;43;THRFIVONEFO;x
2256;71;106;46;THRFIVONEFIV;x
2257;103;106;49;THRFIVONESIX;x
2258;135;106;52;THRFIVONESEV;x
2259;167;106;55;THRFIVONEEIG;x
2260;199;106;58;THRFIVONENIN;x
2261;231;106;61;THRFIVTWOZER;x
2262;8;106;64;THRFIVTWOONE;x
2263;40;106;67;THRFIVTWOTWO;x
2264;72;106;70;THRFIVTWOTHR;x
2265;104;106;73;THRFIVTWOFO;x
2266;136;106;76;THRFIVTWOFIV;x
2267;168;106;79;THRFIVTWOSIX;x
2268;200;106;82;THRFIVTWOSEV;x
2269;232;106;85;THRFIVTWOEIG;x
2270;9;106;88;THRFIVTWONIN;x
2271;41;106;91;THRFIVTHRZER;x
2272;73;106;94;THRFIVTHRONE;x
2273;105;106;97;THRFIVTHRTWO;x
2274;137;106;100;THRFIVTHRTHR;x
2275;169;106;103;THRFIVTHRFO;x
2276;201;106;106;THRFIVTHRFIV;x
2277;233;106;109;THRFIVTHRSIX;x
2278;10;106;112;THRFIVTHRSEV;x
2279;42;106;115;THRFIVTHREIG;x
2280;74;106;118;THRFIVTHRNIN;x
2281;106;106;121;THRFIVFOZER;x
2282;138;106;124;THRFIVFOONE;x
2283;170;106;127;THRFIVFOTWO;x
2284;202;106;130;THRFIVFOTHR;x
2285;234;106;133;THRFIVFOFO;x
2286;11;106;136;THRFIVFOFIV;x
2287;43;106;139;THRFIVFOSIX;x
2288;75;106;142;THRFIVFOSEV;x
2289;107;106;145;THRFIVFOEIG;x
2290;139;106;148;THRFIVFONIN;x
2291;171;106;151;THRFIVFIVZER;x
2292;203;106;154;THRFIVFIVONE;x
2293;235;106;157;THRFIVFIVTWO;x
2294;12;106;160;THRFIVFIVTHR;x
2295;44;106;163;THRFIVFIVFO;x
2296;76;106;166;THRFIVFIVFIV;x
2297;108;106;169;THRFIVFIVSIX;x
2298;140;106;172;THRFIVFIVSEV;x
2299;172;106;175;THRFIVFIVEIG;x
2300;204;106;178;THRFIVFIVNIN;x
2301;236;106;181;THRFIVSIXZER;x
2302;13;106;184;THRFIVSIXONE;x
2303;45;106;187;THRFIVSIXTWO;x
2304;77;106;190;THRFIVSIXTHR;x
2305;133;109;1;THRSIXZERZER;x
2306;165;109;4;THRSIXZERONE;x
2307;197;109;7;THRSIXZERTWO;x
2308;229;109;10;THRSIXZERTHR;x
2309;6;109;13;THRSIXZERFO;x
2310;38;109;16;THRSIXZERFIV;x
2311;70;109;19;THRSIXZERSIX;x
2312;102;109;22;THRSIXZERSEV;x
2313;134;109;25;THRSIXZEREIG;x
2314;166;109;28;THRSIXZERNIN;x
2315;198;109;31;THRSIXONEZER;x
2316;230;109;34;THRSIXONEONE;x
2317;7;109;37;THRSIXONETWO;x
2318;39;109;40;THRSIXONETHR;x
2319;71;109;43;THRSIXONEFO;x
2320;103;109;46;THRSIXONEFIV;x
2321;135;109;49;THRSIXONESIX;x
2322;167;109;52;THRSIXONESEV;x
2323;199;109;55;THRSIXONEEIG;x
2324;231;109;58;THRSIXONENIN;x
2325;8;109;61;THRSIXTWOZER;x
2326;40;109;64;THRSIXTWOONE;x
2327;72;109;67;THRSIXTWOTWO;x
2328;104;109;70;THRSIXTWOTHR;x
2329;136;109;73;THRSIXTWOFO;x
2330;168;109;76;THRSIXTWOFIV;x
2331;200;109;79;THRSIXTWOSIX;x
2332;232;109;82;THRSIXTWOSEV;x
2333;9;109;85;THRSIXTWOEIG;x
2334;41;109;88;THRSIXTWONIN;x
2335;73;109;91;THRSIXTHRZER;x
2336;105;109;94;THRSIXTHRONE;x
2337;137;109;97;THRSIXTHRTWO;x
2338;169;109;100;THRSIXTHRTHR;x
2339;201;109;103;THRSIXTHRFO;x
2340;233;109;106;THRSIXTHRFIV;x
2341;10;109;109;THRSIXTHRSIX;x
2342;42;109;112;THRSIXTHRSEV;x
2343;74;109;115;THRSIXTHREIG;x
2344;106;109;118;THRSIXTHRNIN;x
2345;138;109;121;THRSIXFOZER;x
2346;170;109;124;THRSIXFOONE;x
2347;202;109;127;THRSIXFOTWO;x
2348;234;109;130;THRSIXFOTHR;x
2349;11;109;133;THRSIXFOFO;x
2350;43;109;136;THRSIXFOFIV;x
2351;75;109;139;THRSIXFOSIX;x
2352;107;109;142;THRSIXFOSEV;x
2353;139;109;145;THRSIXFOEIG;x
2354;171;109;148;THRSIXFONIN;x
2355;203;109;151;THRSIXFIVZER;x
2356;235;109;154;THRSIXFIVONE;x
2357;12;109;157;THRSIXFIVTWO;x
2358;44;109;160;THRSIXFIVTHR;x
2359;76;109;163;THRSIXFIVFO;x
2360;108;109;166;THRSIXFIVFIV;x
2361;140;109;169;THRSIXFIVSIX;x
2362;172;109;172;THRSIXFIVSEV;x
2363;204;109;175;THRSIXFIVEIG;x
2364;236;109;178;THRSIXFIVNIN;x
2365;13;109;181;THRSIXSIXZER;x
2366;45;109;184;THRSIXSIXONE;x
2367;77;109;187;THRSIXSIXTWO;x
2368;109;109;190;THRSIXSIXTHR;x
2369;165;112;1;THRSEVZERZER;x
2370;197;112;4;THRSEVZERONE;x
2371;229;112;7;THRSEVZERTWO;x
2372;6;112;10;THRSEVZERTHR;x
2373;38;112;13;THRSEVZERFO;x
2374;70;112;16;THRSEVZERFIV;x
2375;102;112;19;THRSEVZERSIX;x
2376;134;112;22;THRSEVZERSEV;x
2377;166;112;25;THRSEVZEREIG;x
2378;198;112;28;THRSEVZERNIN;x
2379;230;112;31;THRSEVONEZER;x
2380;7;112;34;THRSEVONEONE;x
2381;39;112;37;THRSEVONETWO;x
2382;71;112;40;THRSEVONETHR;x
2383;103;112;43;THRSEVONEFO;x
2384;135;112;46;THRSEVONEFIV;x
2385;167;112;49;THRSEVONESIX;x
2386;199;112;52;THRSEVONESEV;x
2387;231;112;55;THRSEVONEEIG;x
2388;8;112;58;THRSEVONENIN;x
2389;40;112;61;THRSEVTWOZER;x
2390;72;112;64;THRSEVTWOONE;x
2391;104;112;67;THRSEVTWOTWO;x
2392;136;112;70;THRSEVTWOTHR;x
2393;168;112;73;THRSEVTWOFO;x
2394;200;112;76;THRSEVTWOFIV;x
2395;232;112;79;THRSEVTWOSIX;x
2396;9;112;82;THRSEVTWOSEV;x
2397;41;112;85;THRSEVTWOEIG;x
2398;73;112;88;THRSEVTWONIN;x
2399;105;112;91;THRSEVTHRZER;x
2400;137;112;94;THRSEVTHRONE;x
2401;169;112;97;THRSEVTHRTWO;x
2402;201;112;100;THRSEVTHRTHR;x
2403;233;112;103;THRSEVTHRFO;x
2404;10;112;106;THRSEVTHRFIV;x
2405;42;112;109;THRSEVTHRSIX;x
2406;74;112;112;THRSEVTHRSEV;x
2407;106;112;115;THRSEVTHREIG;x
2408;138;112;118;THRSEVTHRNIN;x
2409;170;112;121;THRSEVFOZER;x
2410;202;112;124;THRSEVFOONE;x
2411;234;112;127;THRSEVFOTWO;x
2412;11;112;130;THRSEVFOTHR;x
2413;43;112;133;THRSEVFOFO;x
2414;75;112;136;THRSEVFOFIV;x
2415;107;112;139;THRSEVFOSIX;x
2416;139;112;142;THRSEVFOSEV;x
2417;171;112;145;THRSEVFOEIG;x
2418;203;112;148;THRSEVFONIN;x
2419;235;112;151;THRSEVFIVZER;x
2420;12;112;154;THRSEVFIVONE;x
2421;44;112;157;THRSEVFIVTWO;x
2422;76;112;160;THRSEVFIVTHR;x
2423;108;112;163;THRSEVFIVFO;x
2424;140;112;166;THRSEVFIVFIV;x
2425;172;112;169;THRSEVFIVSIX;x
2426;204;112;172;THRSEVFIVSEV;x
2427;236;112;175;THRSEVFIVEIG;x
2428;13;112;178;THRSEVFIVNIN;x
2429;45;112;181;THRSEVSIXZER;x
2430;77;112;184;THRSEVSIXONE;x
2431;109;112;187;THRSEVSIXTWO;x
2432;141;112;190;THRSEVSIXTHR;x
2433;197;115;1;THREIGZERZER;x
2434;229;115;4;THREIGZERONE;x
2435;6;115;7;THREIGZERTWO;x
2436;38;115;10;THREIGZERTHR;x
2437;70;115;13;THREIGZERFO;x
2438;102;115;16;THREIGZERFIV;x
2439;134;115;19;THREIGZERSIX;x
2440;166;115;22;THREIGZERSEV;x
2441;198;115;25;THREIGZEREIG;x
2442;230;115;28;THREIGZERNIN;x
2443;7;115;31;THREIGONEZER;x
2444;39;115;34;THREIGONEONE;x
2445;71;115;37;THREIGONETWO;x
2446;103;115;40;THREIGONETHR;x
2447;135;115;43;THREIGONEFO;x
2448;167;115;46;THREIGONEFIV;x
2449;199;115;49;THREIGONESIX;x
2450;231;115;52;THREIGONESEV;x
2451;8;115;55;THREIGONEEIG;x
2452;40;115;58;THREIGONENIN;x
2453;72;115;61;THREIGTWOZER;x
2454;104;115;64;THREIGTWOONE;x
2455;136;115;67;THREIGTWOTWO;x
2456;168;115;70;THREIGTWOTHR;x
2457;200;115;73;THREIGTWOFO;x
2458;232;115;76;THREIGTWOFIV;x
2459;9;115;79;THREIGTWOSIX;x
2460;41;115;82;THREIGTWOSEV;x
2461;73;115;85;THREIGTWOEIG;x
2462;105;115;88;THREIGTWONIN;x
2463;137;115;91;THREIGTHRZER;x
2464;169;115;94;THREIGTHRONE;x
2465;201;115;97;THREIGTHRTWO;x
2466;233;115;100;THREIGTHRTHR;x
2467;10;115;103;THREIGTHRFO;x
2468;42;115;106;THREIGTHRFIV;x
2469;74;115;109;THREIGTHRSIX;x
2470;106;115;112;THREIGTHRSEV;x
2471;138;115;115;THREIGTHREIG;x
2472;170;115;118;THREIGTHRNIN;x
2473;202;115;121;THREIGFOZER;x
2474;234;115;124;THREIGFOONE;x
2475;11;115;127;THREIGFOTWO;x
2476;43;115;130;THREIGFOTHR;x
2477;75;115;133;THREIGFOFO;x
2478;107;115;136;THREIGFOFIV;x
2479;139;115;139;THREIGFOSIX;x
2480;171;115;142;THREIGFOSEV;x
2481;203;115;145;THREIGFOEIG;x
2482;235;115;148;THREIGFONIN;x
2483;12;115;151;THREIGFIVZER;x
2484;44;115;154;THREIGFIVONE;x
2485;76;115;157;THREIGFIVTWO;x
2486;108;115;160;THREIGFIVTHR;x
2487;140;115;163;THREIGFIVFO;x
2488;172;115;166;THREIGFIVFIV;x
2489;204;115;169;THREIGFIVSIX;x
2490;236;115;172;THREIGFIVSEV;x
2491;13;115;175;THREIGFIVEIG;x
2492;45;115;178;THREIGFIVNIN;x
2493;77;115;181;THREIGSIXZER;x
2494;109;115;184;THREIGSIXONE;x
2495;141;115;187;THREIGSIXTWO;x
2496;173;115;190;THREIGSIXTHR;x
2497;229;118;1;THRNINZERZER;x
2498;6;118;4;THRNINZERONE;x
2499;38;118;7;THRNINZERTWO;x
2500;70;118;10;THRNINZERTHR;x
2501;102;118;13;THRNINZERFO;x
2502;134;118;16;THRNINZERFIV;x
2503;166;118;19;THRNINZERSIX;x
2504;198;118;22;THRNINZERSEV;x
2505;230;118;25;THRNINZEREIG;x
2506;7;118;28;THRNINZERNIN;x
2507;39;118;31;THRNINONEZER;x
2508;71;118;34;THRNINONEONE;x
2509;103;118;37;THRNINONETWO;x
2510;135;118;40;THRNINONETHR;x
2511;167;118;43;THRNINONEFO;x
2512;199;118;46;THRNINONEFIV;x
2513;231;118;49;THRNINONESIX;x
2514;8;118;52;THRNINONESEV;x
2515;40;118;55;THRNINONEEIG;x
2516;72;118;58;THRNINONENIN;x
2517;104;118;61;THRNINTWOZER;x
2518;136;118;64;THRNINTWOONE;x
2519;168;118;67;THRNINTWOTWO;x
2520;200;118;70;THRNINTWOTHR;x
2521;232;118;73;THRNINTWOFO;x
2522;9;118;76;THRNINTWOFIV;x
2523;41;118;79;THRNINTWOSIX;x
2524;73;118;82;THRNINTWOSEV;x
2525;105;118;85;THRNINTWOEIG;x
2526;137;118;88;THRNINTWONIN;x
2527;169;118;91;THRNINTHRZER;x
2528;201;118;94;THRNINTHRONE;x
2529;233;118;97;THRNINTHRTWO;x
2530;10;118;100;THRNINTHRTHR;x
2531;42;118;103;THRNINTHRFO;x
2532;74;118;106;THRNINTHRFIV;x
2533;106;118;109;THRNINTHRSIX;x
2534;138;118;112;THRNINTHRSEV;x
2535;170;118;115;THRNINTHREIG;x
2536;202;118;118;THRNINTHRNIN;x
2537;234;118;121;THRNINFOZER;x
2538;11;118;124;THRNINFOONE;x
2539;43;118;127;THRNINFOTWO;x
2540;75;118;130;THRNINFOTHR;x
2541;107;118;133;THRNINFOFO;x
2542;139;118;136;THRNINFOFIV;x
2543;171;118;139;THRNINFOSIX;x
2544;203;118;142;THRNINFOSEV;x
2545;235;118;145;THRNINFOEIG;x
2546;12;118;148;THRNINFONIN;x
2547;44;118;151;THRNINFIVZER;x
2548;76;118;154;THRNINFIVONE;x
2549;108;118;157;THRNINFIVTWO;x
2550;140;118;160;THRNINFIVTHR;x
2551;172;118;163;THRNINFIVFO;x
2552;204;118;166;THRNINFIVFIV;x
2553;236;118;169;THRNINFIVSIX;x
2554;13;118;172;THRNINFIVSEV;x
2555;45;118;175;THRNINFIVEIG;x
2556;77;118;178;THRNINFIVNIN;x
2557;109;118;181;THRNINSIXZER;x
2558;141;118;184;THRNINSIXONE;x
2559;173;118;187;THRNINSIXTWO;x
